year	record	artist	gender	lyrics
2019	"All the Stars"	Kendrick Lamar & SZA	Male	Love, let's talk about love Is it anything and everything you hoped for? Or do the feeling haunt you? (Haunt) I know the feeling haunt you (Haunt)  This may be the night that my dreams might let me know All the stars are closer All the stars are closer All the stars are closer This may be the night that my dreams might let me know All the stars are closer All the stars are closer All the stars are closer  Tell me what you gon' do to me Confrontation ain't nothin' new to me You can bring a bullet, bring a sword, bring a morgue But you can't bring the truth to me Fuck you and all your expectations I don't even want your congratulations I recognize your false confidence And calculated promises all in your conversation I hate people that feel entitled Look at me crazy 'cause I ain't invite you Oh, you important? You the moral to the story? You endorsin'? Mothafucka, I don't even like you Corrupted man's heart with a gift That's how you find out who you dealin' with A small percentage who I'm buildin' with I want the credit if I'm losin' or I'm winnin' On my momma, that's the realest shit Love, let's talk about love Is it anything and everything you hoped for? Or do the feeling haunt you? (Haunt) I know the feeling haunt you (Haunt)  This may be the night that my dreams might let me know All the stars are closer All the stars are closer All the stars are closer This may be the night that my dreams might let me know All the stars are closer All the stars are closer All the stars are closer It's getting cold when an ego gets to talkin' I get involved, like a rebound No control, no, I'm switched in the way that you bringin' me down It's a turn on, you didn't wait from me Leave me alone, keep away from me And it sounds wrong, get it away from me, yeah I just cry for no reason I just pray for no reason I just think for the life, for the days For the hours and another like breathin' I did it all 'cause it feel good You'd leave it all if it feel bad Better live your life, we were runnin' out of time Love, let's talk about love Is it anything and everything you hoped for? Or do the feeling haunt you? (Haunt) I know the feeling haunt you (Haunt)  This may be the night that my dreams might let me know All the stars are closer All the stars are closer All the stars are closer This may be the night that my dreams might let me know All the stars are closer All the stars are closer All the stars are closer
2019	"God's Plan"	Drake	Male	Yeah, they wishin' and wishin' and wishin' and wishin' They wishin' on me, yuhI been movin' calm, don't start no trouble with me Tryna keep it peaceful is a struggle for me Don't pull up at 6 AM to cuddle with me You know how I like it when you lovin' on me I don't wanna die for them to miss me Yes, I see the things that they wishin' on me Hope I got some brothers that outlive me They gon' tell the story, shit was different with meGod's plan, God's plan I hold back, sometimes I won't, yuh I feel good, sometimes I don't, ayy, don't I finessed down Weston Road, ayy, 'nessed Might go down a G-O-D, yeah, wait I go hard on Southside G, yuh, Way I make sure that north side eat And stillBad things It's a lot of bad things That they wishin' and wishin' and wishin' and wishin' They wishin' on me Bad things It's a lot of bad things That they wishin' and wishin' and wishin' and wishin' They wishin' on me Yuh, ayy, ayy (ayy)She say, "Do you love me?" I tell her, "Only partly" I only love my bed and my momma, I'm sorry Fifty Dub, I even got it tatted on me 81, they'll bring the crashers to the party And you know me Turn a O-2 into the O-3, dog Without 40, Oli', there'd be no me 'Magine if I never met the broskisGod's plan, God's plan I can't do this on my own, ayy, no, ayy Someone watchin' this shit close, yep, close I've been me since Scarlett Road, ayy, road, ayy Might go down as G-O-D, yeah, wait I go hard on Southside G, ayy, Way I make sure that north side eat, yuh And stillBad things It's a lot of bad things That they wishin' and wishin' and wishin' and wishin' They wishin' on me Yeah, yeah Bad things It's a lot of bad things That they wishin' and wishin' and wishin' and wishin' They wishin' on me Yeah
2019	"I Like It"	Cardi B, Bad Bunny & J Balvin	Female	Yeah baby, I like it like that You gotta' believe me when I tell you I said I like it like that You gotta' believe me when I tell you I said I like it likeNow I like dollars, I like diamonds, I like stunting, I like shining I like million dollar deals, where's my pen, bitch I'm signin' (Signin') I like those Balenciagas (Those), the ones that look like socks I like going to the jeweler, I put rocks all in my watch (Cha-ching) I like texts from my exes, when they want a second chance (What?) I like proving niggas wrong, I do what they say I can't (She can't) They call me Cardi Bardi, banging body, spicy mami, hot tamale Hotter than a Somali, fur coat, FerrariHop out the stu', jump in the coupe (Coupe) Big Dipper on top of the roof Flexing on bitches as hard as I can Eating halal, driving the Lam' Told that bitch I'm sorry (Sorry) 'Bout my coins like Mario (Mario) Yeah they call me Cardi B I run this shit like cardio Oh, damnDiamond district in the jag (Gang, I said I like it like that) Certified, you know I'm gang, gang (Gang, gang I said I like it like) Drop the top and blow the brains, wouh (Wouh! I said I like it like that) Oh he's so handsome, what's his name? (Yeah, wouh, I said I like it) Oh I need the dollars, cha-ching (I said I like it like that) Beat it up like piñatas (I said I like it like) Tell the driver, close the curtains (I said I like it like that, skrt) Bad bitch make him nervous (I said I like it) Cardi BChambean, chambean, pero no jalan (¡Jalan!) Tú compras to'a las Jordan, bo', a mí me las regalan (Hehe-he) I spend in the club (wouh), what you have in the bank (Yeah) This is the new religion, bang, en Latino gang, gang, yeah Trato de hacer dieta (Yeah), pero es que en el closet tengo mucha grasa (Wouh) Ya mudé la' Gucci pa' dentro de casa, yeh (¡Wouh!)Cabrón, a ti no te conocen ni en Plaza (No) El Diablo me llama, pero Jesucristo me abraza (Amén) Guerrero como Eddie, que viva la raza, yeh Me gustan boricuas, me gustan cubana' Me gusta el acento de las colombianas (¿Qué hubo pues?) Como mueve el culo la dominicana (¿Qué lo que?) Lo rico que me chingan las venezolanas (¡Wouh!)Andamos activos, Perico Pin Pin (Wouh) Billetes de cien en el maletín (Ching) Que retumbe el bajo, Bobby Valentín, yeh (Boo) Aquí es prohibido amar, diles, Charytín Que pal' picor les tengo Claritín Yo llego a la disco y se forma el motín (Rrr)Diamond district in the jag (Gang, I said I like it like that) Bad Bunny baby, bebé, bebé, bebé Certified, you know I'm gang, gang (Gang, gang I said I like it like) Drop the top and blow the brains, wouh (Wouh! I said I like it like that) Oh he's so handsome, what's his name? (Yeah, wouh, I said I like it)Oh I need the dollars, cha-ching (I said I like it like that) Beat it up like piñatas (I said I like it like) Tell the driver, close the curtains (I said I like it like that, skrt) Bad bitch make him nervous (I said I like it)Como Celia Cruz tengo el azúcar (azúca') Tu jeva me vio y se fue de pecho como Jimmy Snuka (Ah) Te vamos tumbar la peluca Y arranca pal' carajo, cabrón, que a ti no te vo'a pasar la hookah (Hookah, hookah)Mis tenis Balenciaga me reciben en la entrada (Wouh) Pa-pa-pa-parazzi, like I'm Lady Gaga (Wouh) Y no te me hagas (Hey) Que en cover de Billboard tú has visto mi cara (Hey) No salgo de tu mente (Wouh) Donde quieras que viajes has escuchado "Mi Gente"Yo no soy high (high), soy como el Testarossa ('Rossa) Yo soy el que se la vive y también el que la goza (Goza, goza) Es la cosa, mami es la cosa (Cosa, cosa) El que mira sufre y el que toca goza (Goza, goza)I said I like it like that I said I like it like that (Rrr) I said I like it like that (Wouh) I said I like it like thatDiamond district in the jag (Gang, I said I like it like that) Certified, you know I'm gang, gang (Gang, gang I said I like it like) Drop the top and blow the brains, wouh (I said I like it like that) Oh he's so handsome, what's his name? (I said I like it)
2019	"The Joke"	Brandi Carlile	Female	You're feeling nervous, aren't you, boy? With your quiet voice and impeccable style Don't ever let them steal your joy And your gentle ways, to keep 'em from running wild They can kick dirt in your face Dress you down, and tell you that your place Is in the middle, when they hate the way you shine I see you tugging on your shirt Trying to hide inside of it and hide how much it hurts  Let 'em laugh while they can Let 'em spin, let 'em scatter in the wind I have been to the movies, I've seen how it ends And the joke's on them  You get discouraged, don't you, girl? It's your brother's world for a while longer You gotta dance with the devil on a river To beat the stream Call it living the dream, call it kicking the ladder They come to kick dirt in your face To call you weak and then displace you After carrying your baby on your back across the desert I saw your eyes behind your hair And you're looking tired, but you don't look scared Let 'em laugh while they can Let 'em spin, let 'em scatter in the wind I have been to the movies, I've seen how it ends And the joke's on them  Let 'em laugh while they can Let 'em spin, let 'em scatter in the wind I have been to the movies, I've seen how it ends And the joke's on them
2019	"The Middle"	Zedd, Maren Morris & Grey	Female	Take a seat Right over there, sat on the stairs Stay or leave The cabinets are bare, and I'm unaware Of just how we got into this mess, got so aggressive I know we meant all good intentions  So pull me closer Why don't you pull me close? Why don't you come on over? I can't just let you go  Oh baby, why don't you just meet me in the middle? I'm losing my mind just a little So why don't you just meet me in the middle? In the middle Baby, why don't you just meet me in the middle? I'm losing my mind just a little So why don't you just meet me in the middle? In the middle  Ohh, take a step Back for a minute, into the kitchen Floors are wet And taps are still runnin', dishes are broken How did we get into this mess? Got so aggressive I know we meant all good intentions So pull me closer Why don't you pull me close? Why don't you come on over? I can't just let you go  Oh baby, why don't you just meet me in the middle? I'm losing my mind just a little So why don't you just meet me in the middle? In the middle  Lookin' at you, I can't lie Just pourin' out admission Regardless of my objection, oh, oh And it's not about my pride I need you on my skin Just come over, pull me in, just  Oh, baby, why don't you just meet me in the middle? I'm losing my mind just a little So why don't you just meet me in the middle? In the middle, no no Baby, why don't you just meet me in the middle? Oh yeah, I'm losing my mind just a little So why don't you just meet me in the middle? Oh, in the middle Baby-y-y, why don't you just meet me in the middle, baby? I'm losing my mind just a little So why don't you just meet me in the middle, middle? In the middle, middle
2019	"Rockstar"	Post Malone featuring 21 Savage	Male	Hahahahaha Tank God Ayy, ayyI've been fuckin' hoes and poppin' pillies Man, I feel just like a rockstar (ayy, ayy) All my brothers got that gas And they always be smokin' like a Rasta Fuckin' with me, call up on a Uzi And show up, man, them the shottas When my homies pull up on your block They make that thing go grrra-ta-ta-ta (ta, pow, pow, pow, ayy, ayy)Switch my whip, came back in black I'm startin' sayin', "Rest in peace to Bon Scott" (Scott, ayy) Close that door, we blowin' smoke She ask me light a fire like I'm Morrison ('son, ayy) Act a fool on stage Prolly leave my fuckin' show in a cop car (car, ayy) Shit was legendary Threw a TV out the window of the MontageCocaine on the table, liquor pourin', don't give a damn Dude, your girlfriend is a groupie, she just tryna get in Sayin', "I'm with the band" (ayy, ayy) Now she actin' outta pocket, tryna grab up on my pants Hundred bitches in my trailer say they ain't got a man And they all brought a friend (yeah, ayy, ayy, ayy)I've been fuckin' hoes and poppin' pillies Man, I feel just like a rockstar (ayy, ayy) All my brothers got that gas And they always be smokin' like a Rasta Fuckin' with me, call up on a Uzi And show up, man, them the shottas When my homies pull up on your block They make that thing go grrra-ta-ta-ta (ta, pow, pow, pow)I've been in the Hills fuckin' superstars Feelin' like a popstar (21, 21, 21) Drinkin' Henny, bad bitches jumpin' in the pool And they ain't got on no bra (bra) Hit her from the back, pullin' on her tracks And now she screamin' out, "¡No más!" (yeah, yeah, yeah) They like, "Savage, why you got a twelve car garage And you only got six cars?" (21)I ain't with the cakin', how you kiss that? (kiss that?) Your wifey say I'm lookin' like a whole snack (big snack) Green hundreds in my safe, I got old racks (old racks) L.A. bitches always askin', "Where the coke at?" (21, 21) Livin' like a rockstar, smash out on a cop car Sweeter than a Pop-Tart, you know you are not hard I done made the hot chart, 'member I used to trap hard Livin' like a rockstar, I'm livin' like a rockstar (ayy)I've been fuckin' hoes and poppin' pillies Man, I feel just like a rockstar (ayy, ayy) All my brothers got that gas And they always be smokin' like a Rasta (yeah, yeah, yeah, yeah) Fuckin' with me, call up on a Uzi And show up, man, them the shottas When my homies pull up on your block They make that thing go grrra-ta-ta-ta (ta, grrra-ta-ta-ta-ta)Star, star, rockstar, rockstar, star Rockstar Rockstar, feel just like a- Rockstar Rockstar Rockstar Feel just like a...
2019	"Shallow"	Lady Gaga & Bradley Cooper	Female	Tell me somethin', girl Are you happy in this modern world? Or do you need more? Is there somethin' else you're searchin' for?  I'm fallin' In all the good times I find myself longing for change And, in the bad times, I fear myself  Tell me something, boy Aren't you tired tryna fill that void? Or do you need more? Ain't it hard keepin' it so hardcore?  I'm falling In all the good times I find myself longing for change And, in the bad times, I fear myself  I'm off the deep end, watch as I dive in I'll never meet the ground Crash through the surface where they can't hurt us We're far from the shallow now In the sha-ha, sha-hallow In the sha-ha, sha-la-la-la-low In the sha-ha, sha-hallow We're far from the shallow now  Oh, ha, ah, ha Oh-ah, ha  I'm off the deep end, watch as I dive in I'll never meet the ground Crash through the surface where they can't hurt us We're far from the shallow now  In the sha-ha, shallow In the sha-ha, sha-la-la-la-low In the sha-ha, shallow We're far from the shallow now
2020	"Bad Guy"	Billie Eilish	Female	White shirt now red, my bloody nose Sleepin', you're on your tippy toes Creepin' around like no one knows Think you're so criminal Bruises on both my knees for you Don't say thank you or please I do what I want when I'm wanting to My soul? So cynicalSo you're a tough guy Like it really rough guy Just can't get enough guy Chest always so puffed guy I'm that bad type Make your mama sad type Make your girlfriend mad tight Might seduce your dad type I'm the bad guy, duhI'm the bad guyI like it when you take control Even if you know that you don't Own me, I'll let you play the role I'll be your animal My mommy likes to sing along with me But she won't sing this song If she reads all the lyrics She'll pity the men I knowSo you're a tough guy Like it really rough guy Just can't get enough guy Chest always so puffed guy I'm that bad type Make your mama sad type Make your girlfriend mad tight Might seduce your dad type I'm the bad guy, duhI'm the bad guy, duhI'm only good at being bad, badI like when you get mad I guess I'm pretty glad that you're alone You said she's scared of me? I mean, I don't see what she sees But maybe it's 'cause I'm wearing your cologneI'm a bad guy I'm, I'm a bad guy Bad guy, bad guy I'm a bad
2020	"7 Rings"	Ariana Grande	Female	Yeah, breakfast at Tiffany's and bottles of bubbles Girls with tattoos who like getting in trouble Lashes and diamonds, ATM machines Buy myself all of my favorite things (yeah)Been through some bad shit, I should be a sad bitch Who woulda thought it'd turn me to a savage? Rather be tied up with calls and not strings Write my own checks like I write what I sing, yeah (yeah)My wrist, stop watchin', my neck is flossy Make big deposits, my gloss is poppin' You like my hair? Gee, thanks, just bought it I see it, I like it, I want it, I got it (yeah)I want it, I got it, I want it, I got it I want it, I got it, I want it, I got it You like my hair? Gee, thanks, just bought it I see it, I like it, I want it, I got it (yeah)Wearing a ring, but ain't gon' be no "Mrs." Bought matching diamonds for six of my bitches I'd rather spoil all my friends with my riches Think retail therapy my new addictionWhoever said money can't solve your problems Must not have had enough money to solve 'em They say, "Which one?" I say, "Nah, I want all of 'em" Happiness is the same price as red bottomsMy smile is beamin', my skin is gleamin' The way it shine, I know you've seen it (you've seen it) I bought a crib just for the closet Both his and hers, I want it, I got it, yeahI want it, I got it, I want it, I got it I want it, I got it, I want it, I got it (baby) You like my hair? Gee, thanks, just bought it (oh yeah) I see it, I like it, I want it, I got it (yeah)Yeah, my receipts, be lookin' like phone numbers If it ain't money, then wrong number Black card is my business card The way it be settin' the tone for me I don't mean to brag, but I be like, "Put it in the bag, " yeah When you see them racks, they stacked up like my ass, yeah Shoot, go from the store to the booth Make it all back in one loop, give me the loot Never mind, I got the juice Nothing but net when we shoot Look at my neck, look at my jet Ain't got enough money to pay me respect Ain't no budget when I'm on the set If I like it, then that's what I get, yeahI want it, I got it, I want it, I got it (yeah) I want it, I got it, I want it, I got it (oh yeah, yeah) You like my hair? Gee, thanks, just bought it I see it, I like it, I want it, I got it (yeah)
2020	"Hard Place"	H.E.R.	Female	Mmm, mmm-hmm, mmm-hmm, mmm, eh  Wanna believe what you say But I hate you on most days You've been testing my faith and my patience, yeah And you know that I be head strong But you know that you be dead wrong Telling me to relax when I'm reacting  But I, I'd rather fight Than lose sleep at night At least you're all mine And if I have to choose My heart or you I'm gonna lose, yeah  What if nothing ever will change? Oh, I'm caught between your love and a hard place Oh, I wish there was a right way I'm caught between your love and a hard place, oh Woah, oh oh woah, oh oh woah, oh oh woah Do I even have a choice when- I'm gonna have to pick my poison Yeah, you hurt me so good, it's so good And even when you cause tears You're the one who wiped them away Maybe that's the reason I stay, I stay  But I, I'd rather fight Than lose sleep at night At least you're all mine And if I have to choose My heart or you I'm gonna lose  What if nothing ever will change? Oh, I'm caught between your love and a hard place Oh, I wish there was a right way I'm caught between your love and a hard place, oh Woah, oh oh woah, oh oh woah, oh oh woah What if nothing ever will change? I'm caught between your love and a hard place Ooh, I wish there was a right way, yeah I'm caught between your love and a hard place, ooh woah ooh Woah, oh oh woah, oh oh woah, oh oh woah Oh, I'm caught between your love and a hard place Woah, oh oh woah, oh oh woah, oh oh woah Oh, I wish there was a right way Woah, oh oh woah, oh oh woah, oh oh woah I'm caught between your love and a hard place, oh Woah, oh oh woah, oh oh woah, oh oh woah  I'm caught between your love and a hard place What if nothing will ever change? I'm caught between your love and a hard place
2020	"Hey, Ma"	Bon Iver	Male	I waited outside I took it remote I wanted a bath "Tell the story or he goes" "Tell the story or he goes"  Full time, you talk your money up While it's living in a coal mine Tall time to call your Ma Hey Ma, hey Ma Tall vote, you know you mope it up Well, you wanted it your whole life You're back and forth with light  I waited outside I was tokin' on dope I hoped it all wunt go in a minute With the past that you know I wanted all that mind sugar I want it all mine I had a heavy mind, sugar I took it, it was right Full time, you talk your money up While it's living in a coal mine Tall time to call your Ma Hey Ma, hey Ma Tall vote, you know you mope it up Well, you wanted it your whole life You're back and forth with light  You're back and forth You're back and forth You go back and forth And then you're back and forth And back and forth  I waited outside Then you took me in the room And you offered up the truth My eyes crawling up the window to the wall From dusk 'til dawn Let me talk to 'em Let me talk to 'em all  Full time, you talk your money up While it's living in a coal mine Tall time to call your Ma Hey Ma, hey Ma Tall vote, you know you mope it up Well, you wanted it your whole life You're back and forth with light
2020	"Old Town Road"	Lil Nas X featuring Billy Ray Cyrus	Male	You know what, I'm done, done, doneYeah, I'm gonna take my horse To the old town road I'm gonna ride 'til I can't no more I'm gonna take my horse to the old town road I'm gonna ride (Kio, Kio) 'til I can't no moreI got the horses in the back Horse tack is attached Hat is matte black Got the boots that's black to match Riding on a horse, ha You can whip your Porsche I been in the valley You ain't been up off the porch, nowCan't nobody tell me nothing You can't tell me nothing Can't nobody tell me nothing You can't tell me nothingRiding on a tractor Lean all in my bladder Cheated on my baby You can go and ask her My life is a movie Bull riding and boobies Cowboy hat from Gucci Wrangler on my bootyCan't nobody tell me nothing You can't tell me nothing Can't nobody tell me nothing You can't tell me nothingYeah, I'm gonna take my horse To the old town road I'm gonna ride 'til I can't no more I'm gonna take my horse to the old town road I'm gonna ride 'til I can't no more I got the
2020	"Sunflower”	Post Malone & Swae Lee	Male	Ayy, ayy, ayy, ayy (Ooh) Ooh, ooh, ooh, ooh (Ooh) Ayy, ayy Ooh, ooh, ooh, ooh  Needless to say, I keep in check She was a bad-bad, nevertheless (Yeah) Callin' it quits now, baby, I'm a wreck (Wreck) Crash at my place, baby, you're a wreck (Wreck) Needless to say, I'm keeping in check She was a bad-bad, nevertheless Callin' it quits now, baby, I'm a wreck Crash at my place, baby, you're a wreck Thinkin' in a bad way, losin' your grip Screamin' at my face, baby, don't trip Someone took a big L, don't know how that felt Lookin' at you sideways, party on tilt Ooh-ooh, some things you just can't refuse She wanna ride me like a cruise and I'm not tryna lose  Then you're left in the dust, unless I stuck by ya You're a sunflower, I think your love would be too much Or you'll be left in the dust, unless I stuck by ya You're the sunflower, you're the sunflower Every time I'm leavin' on ya (Ooh) You don't make it easy, no (No, no) Wish I could be there for ya (Ooh) Give me a reason to, oh (Oh) Every time I'm walkin' out (Oh) I can hear you tellin' me to turn around (Oh, oh) Fightin' for my trust and you won't back down (No) Even if we gotta risk it all right now, oh (Now) I know you're scared of the unknown (Known) You don't wanna be alone (Alone) I know I always come and go (And go) But it's out of my control  And you'll be left in the dust, unless I stuck by ya You're the sunflower, I think your love would be too much Or you'll be left in the dust, unless I stuck by ya You're the sunflower, you're the sunflower (Yeah)
2020	"Talk"	Khalid	Male	Can we just talk? Can we just talk? Talk about where we're goin' Before we get lost, lend me your thoughts Can't get what we want without knowin' I've never felt like this before I apologize if I'm movin' too far Can we just talk? Can we just talk? Figure out where we're goin'  Yeah, started off right I can see it in your eyes I can tell that you're wantin' more What's been on your mind? There's no reason we should hide Tell me somethin' I ain't heard before  Oh, I've been dreamin' 'bout it And it's you I'm on So stop thinkin' 'bout it  Can we just talk? Can we just talk? Talk about where we're goin' Before we get lost, lend me your thoughts (Yeah) Can't get what we want without knowin' (No) I've never felt like this before I apologize if I'm movin' too far Can we just talk? Can we just talk? Figure out where we're goin' Oh, nah Penthouse view, left some flowers in the room I'll make sure I leave the door unlocked Now I'm on the way, swear I won't be late I'll be there by five o'clock  Oh, you've been dreamin' 'bout it And I'm what you want So stop thinkin' 'bout it  Can we just talk? (Oh) Can we just talk? Talk about where we're goin' Before we get lost, lend me your thoughts Can't get what we want without knowin' I've never felt like this before I apologize if I'm movin' too far Can we just talk? Can we just talk? Figure out where we're goin'  Figure out where we're goin'
2020	"Truth Hurts"	Lizzo	Female	Why men great 'til they gotta be great? Woo!  I just took a DNA test, turns out I'm % that bitch Even when I'm crying crazy Yeah, I got boy problems, that's the human in me Bling bling, then I solve 'em, that's the goddess in me You coulda had a bad bitch, non-committal Help you with your career just a little You're 'posed to hold me down, but you're holding me back And that's the sound of me not calling you back  Why men great 'til they gotta be great? ('Til they gotta be great) Don't text me, tell it straight to my face (Tell it straight to my face) Best friend sat me down in the salon chair (Down in the salon chair) Shampoo press, get you out of my hair Fresh photos with the bomb lighting (With the bomb lighting) New man on the Minnesota Vikings (Minnesota Vikings) Truth hurts, needed something more exciting (Yee) Bom bom bi dom bi dum bum bay (Eh, yeah, yeah, yeah)  You tried to break my heart? Oh, that breaks my heart That you thought you ever had it No, you ain't from the start Hey, I'm glad you're back with your bitch I mean, who would wanna hide this? I will never, ever, ever, ever, ever be your side chick I put the sing in single Ain't worried 'bout a ring on my finger So you can tell your friend, "Shoot your shot" when you see him It's okay, he already in my DMs Why men great 'til they gotta be great? ('Til they gotta be great) Don't text me, tell it straight to my face (Tell it straight to my face) Best friend sat me down in the salon chair (Down in the salon chair) Shampoo press, get you out of my hair Fresh photos with the bomb lighting (With the bomb lighting) New man on the Minnesota Vikings (Minnesota Vikings) Truth hurts, needed something more exciting (Yee) Bom bom bi dom bi dum bum bay (Eh, yeah, yeah, yeah)  I'ma hit you back in a minute (Yeah, yeah) I don't play tag, bitch, I been it (One time) We don't fuck with lies (Two times), we don't do goodbyes (Woo) We just keep it pushing like ay-ay-ay I'ma hit you back in a minute (Yeah, yeah) I don't play tag, bitch, I been it (One time) We don't fuck with lies (Two times), we don't do goodbyes (Woo) We just keep it pushing like ay-ay-ay (Woo)  Why men great 'til they gotta be great? ('Til they gotta be great) Don't text me, tell it straight to my face (Tell it straight to my face) Best friend sat me down in the salon chair (Down in the salon chair) Shampoo press, get you out of my hair Fresh photos with the bomb lighting (With the bomb lighting) New man on the Minnesota Vikings (Minnesota Vikings) Truth hurts, needed something more exciting (Yee) Bom bom bi dom bi dum bum bay (Eh, yeah, yeah, yeah) With the bomb lighting Minnesota Vikings Yee, eh, yeah, yeah, yeah
2021	"Everything I Wanted"	Billie Eilish	Female	I had a dream I got everything I wanted Not what you'd think And if I'm bein' honest It might've been a nightmare To anyone who might care Thought I could fly (Fly) So I stepped off the Golden, mm Nobody cried (Cried, cried, cried, cried) Nobody even noticed I saw them standing right there Kinda thought they might care (Might care, might care)  I had a dream I got everything I wanted But when I wake up, I see You with me  And you say, "As long as I'm here, no one can hurt you Don't wanna lie here, but you can learn to If I could change the way that you see yourself You wouldn't wonder why you hear 'They don't deserve you'" I tried to scream But my head was underwater They called me weak Like I'm not just somebody's daughter Coulda been a nightmare But it felt like they were right there And it feels like yesterday was a year ago But I don't wanna let anybody know 'Cause everybody wants something from me now And I don't wanna let 'em down  I had a dream I got everything I wanted But when I wake up, I see You with me  And you say, "As long as I'm here, no one can hurt you Don't wanna lie here, but you can learn to If I could change the way that you see yourself You wouldn't wonder why you hear 'They don't deserve you'"  If I knew it all then, would I do it again? Would I do it again? If they knew what they said would go straight to my head What would they say instead? If I knew it all then, would I do it again? Would I do it again? If they knew what they said would go straight to my head What would they say instead?
2021	"Black Parade"	Beyoncé	Female	Ah  I'm goin' back to the South I'm goin' back, back, back, back Where my roots ain't watered down Growin', growin' like a Baobab tree Of life on fertile ground, my ancestors put me on game Ankh charm on gold chains, with my Oshun energy, oh Drip all on me, woo, Ankara Dashiki print Hol' up, don't I smell like such a nag champa incense? Yeah, pure ice (Ice), ice (Ice), buss down Uh, flooded (Flooded), flooded (Flooded), on my wrist, out Ooh, goin' up, goin' up, motherland, motherland drip on me Ooh, melanin, melanin, my drip is skin deep, like Ooh, motherland, motherland, motherland, motherland drip on me Ooh, yeah, I can't forget my history is her-story, yeah Being black, maybe that's the reason why They always mad, yeah, they always mad, yeah Been past 'em, I know that's the reason why They all big mad and they always have been  Honey, come around my way, around my hive Whenever mama say so, mama say Here I come on my throne, sittin' high Follow my parade, oh, my parade Talkin' slick to my folk (My folk), nip that lip like lipo (Lipo) You hear them swarmin', right? Bees is known to bite Now here we come on our thrones, sittin' high Follow my parade, oh, my parade Yeah, yeah, I'm for us, all black All chrome (Yeah), black-owned (Yeah) Black tints (Yeah), matte black (Yeah, yeah) Roll by, my window down, let 'em see who in it Crack a big smile (Ding) Go figure, me and Jigga, fifty 'leven children They like, "Chick, how?" I charge my crystals in a full moon You could send them missiles, I'ma send my goons Baby sister reppin' Yemaya (Yemaya) Trust me, they gon' need an army (Ah) Rubber bullets bouncin' off me (Ah) Made a picket sign off your picket fence (Ah) Take it as a warning (Ah, ah) Waist beads from Yoruba (Woo) Four hunnid billi', Mansa Musa (Woo) Stroll line to the barbeque Put us any-damn-where, we gon' make it look cute Pandemic fly on the runway, in my hazmat Children' runnin' through the house to my art, all black Ancestors on the wall, let the ghosts chit-chat (Ancestors on the wall, let the ghosts chit-chat) Hold my hands, we gon' pray together Lay down, face down in the gravel Woo, wearin' all attire white to the funeral Black love, we gon' stay together Curtis Mayfield on the speaker (Woo) Lil' Malcolm, Martin mixed with mama Tina (Woo) Need another march, lemme call Tamika (Woo) Need peace and reparation for my people (Woo) Fuck these laid edges, I'ma let it shrivel up (Shrivel up) Fuck this fade and waves, I'ma let it dread all up (Dread all up) Put your fist up in the air, show black love (Show black love) Motherland drip on me, motherland, motherland drip on me Honey, come around my way, around my hive Whenever mama say so, mama say Here I come on my throne, sittin' high Follow my parade, oh, my parade Talkin' slick to my folk (My folk), nip that lip like lipo (Lipo) Hear 'em swarmin', right? (Zz) Bees is known to bite (Zz, zz) Now here we come on our thrones, sittin' high Follow my parade, oh, my parade  We got rhythm (We got rhythm), we got pride (We got pride) We birth kings (We birth kings), we birth tribes (We birth tribes) Holy river (Holy river), holy tongue (Holy tongue) Speak the glory (Speak the glory), feel the love (Feel the love) Motherland, motherland drip on me, hey, hey, hey Motherland, motherland drip on me, hey, hey, hey I can't forget my history, it's her-story Motherland drip on me, motherland, motherland drip on me  Honey, come around my way, around my hive (My) Whenever mama say so (Hey), mama say (Hey, hey) Here I come on my throne, sittin' high (High) Follow my parade, oh, my parade (Hey, hey, hey) Talkin' slick to my folk (My folk), nip that lip like lipo (Lipo) Hear 'em swarmin', right? (Zz) Bees is known to bite (Zz, zz) Now here we come on our thrones, sittin' high Follow my parade, oh, black parade
2021	"Circles"	Post Malone	Male	Oh, oh, oh Oh,  oh, oh Oh,  oh, oh, oh, oh  We couldn't turn around 'til we were upside down I'll be the bad guy now, but know I ain't too proud I  couldn't be there even when I tried You  don't believe it, we do this every time  Seasons change and our love went cold Feed  the flame 'cause we can't let go Run away, but we're running in circles Run away, run away I dare you to do something I'm  waiting on you again, so I don't take the blame Run away, but we're running in circles Run away, run away, run away  Let go, I got a feeling that it's time to let go I said so, I knew that this was doomed from the get-go You thought that it was special, special But it was just the sex though, the sex though And I still hear the echoes (The echoes) I got a feeling that it's time to let it go, let it go Seasons change and our love went cold Feed the flame 'cause we can't let go Run away, but we're running in circles Run away, run away I dare you to do something I'm waiting on you again, so I don't take the blame Run away, but we're running in circles Run away, run away, run away  Maybe you don't understand what I'm going through It's only me, what you got to lose? Make up your mind, tell me, what are you gonna do? It's only me, let it go  Seasons change and our love went cold Feed the flame 'cause we can't let go Run away, but we're running in circles Run away, run away I dare you to do something I'm waiting on you again, so I don't take the blame Run away, but we're running in circles Run away, run away, run away
